id;nom;durée;style;niveau;audience;cible;mode
tabata_pectoraux_exterieur_15_min_intermediaire;Tabata Pectoraux Extérieur 15 min;15 min;tabata;Intermédiaire;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_20_min_intermediaire;Tabata Pectoraux Extérieur 20 min;20 min;tabata;Intermédiaire;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_25_min_intermediaire;Tabata Pectoraux Extérieur 25 min;25 min;tabata;Intermédiaire;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_30_min_intermediaire;Tabata Pectoraux Extérieur 30 min;30 min;tabata;Intermédiaire;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_45_min_intermediaire;Tabata Pectoraux Extérieur 45 min;45 min;tabata;Intermédiaire;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_coach_10_min_intermediaire;Tabata Pectoraux Coach 10 min;10 min;tabata;Intermédiaire;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_15_min_intermediaire;Tabata Pectoraux Coach 15 min;15 min;tabata;Intermédiaire;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_20_min_intermediaire;Tabata Pectoraux Coach 20 min;20 min;tabata;Intermédiaire;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_25_min_intermediaire;Tabata Pectoraux Coach 25 min;25 min;tabata;Intermédiaire;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_30_min_intermediaire;Tabata Pectoraux Coach 30 min;30 min;tabata;Intermédiaire;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_45_min_intermediaire;Tabata Pectoraux Coach 45 min;45 min;tabata;Intermédiaire;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_solo_10_min_avance;Tabata Pectoraux Solo 10 min;10 min;tabata;Avancé;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_15_min_avance;Tabata Pectoraux Solo 15 min;15 min;tabata;Avancé;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_20_min_avance;Tabata Pectoraux Solo 20 min;20 min;tabata;Avancé;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_25_min_avance;Tabata Pectoraux Solo 25 min;25 min;tabata;Avancé;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_30_min_avance;Tabata Pectoraux Solo 30 min;30 min;tabata;Avancé;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_45_min_avance;Tabata Pectoraux Solo 45 min;45 min;tabata;Avancé;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_10_min_avance;Tabata Pectoraux Groupe 10 min;10 min;tabata;Avancé;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_15_min_avance;Tabata Pectoraux Groupe 15 min;15 min;tabata;Avancé;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_20_min_avance;Tabata Pectoraux Groupe 20 min;20 min;tabata;Avancé;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_25_min_avance;Tabata Pectoraux Groupe 25 min;25 min;tabata;Avancé;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_30_min_avance;Tabata Pectoraux Groupe 30 min;30 min;tabata;Avancé;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_45_min_avance;Tabata Pectoraux Groupe 45 min;45 min;tabata;Avancé;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_maison_10_min_avance;Tabata Pectoraux Maison 10 min;10 min;tabata;Avancé;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_15_min_avance;Tabata Pectoraux Maison 15 min;15 min;tabata;Avancé;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_20_min_avance;Tabata Pectoraux Maison 20 min;20 min;tabata;Avancé;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_25_min_avance;Tabata Pectoraux Maison 25 min;25 min;tabata;Avancé;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_30_min_avance;Tabata Pectoraux Maison 30 min;30 min;tabata;Avancé;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_45_min_avance;Tabata Pectoraux Maison 45 min;45 min;tabata;Avancé;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_salle_10_min_avance;Tabata Pectoraux Salle 10 min;10 min;tabata;Avancé;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_15_min_avance;Tabata Pectoraux Salle 15 min;15 min;tabata;Avancé;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_20_min_avance;Tabata Pectoraux Salle 20 min;20 min;tabata;Avancé;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_25_min_avance;Tabata Pectoraux Salle 25 min;25 min;tabata;Avancé;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_30_min_avance;Tabata Pectoraux Salle 30 min;30 min;tabata;Avancé;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_45_min_avance;Tabata Pectoraux Salle 45 min;45 min;tabata;Avancé;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_10_min_avance;Tabata Pectoraux Extérieur 10 min;10 min;tabata;Avancé;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_15_min_avance;Tabata Pectoraux Extérieur 15 min;15 min;tabata;Avancé;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_20_min_avance;Tabata Pectoraux Extérieur 20 min;20 min;tabata;Avancé;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_25_min_avance;Tabata Pectoraux Extérieur 25 min;25 min;tabata;Avancé;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_30_min_avance;Tabata Pectoraux Extérieur 30 min;30 min;tabata;Avancé;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_45_min_avance;Tabata Pectoraux Extérieur 45 min;45 min;tabata;Avancé;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_coach_10_min_avance;Tabata Pectoraux Coach 10 min;10 min;tabata;Avancé;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_15_min_avance;Tabata Pectoraux Coach 15 min;15 min;tabata;Avancé;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_20_min_avance;Tabata Pectoraux Coach 20 min;20 min;tabata;Avancé;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_25_min_avance;Tabata Pectoraux Coach 25 min;25 min;tabata;Avancé;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_30_min_avance;Tabata Pectoraux Coach 30 min;30 min;tabata;Avancé;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_45_min_avance;Tabata Pectoraux Coach 45 min;45 min;tabata;Avancé;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_solo_10_min_expert;Tabata Pectoraux Solo 10 min;10 min;tabata;Expert;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_15_min_expert;Tabata Pectoraux Solo 15 min;15 min;tabata;Expert;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_20_min_expert;Tabata Pectoraux Solo 20 min;20 min;tabata;Expert;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_25_min_expert;Tabata Pectoraux Solo 25 min;25 min;tabata;Expert;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_30_min_expert;Tabata Pectoraux Solo 30 min;30 min;tabata;Expert;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_solo_45_min_expert;Tabata Pectoraux Solo 45 min;45 min;tabata;Expert;Solo;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_10_min_expert;Tabata Pectoraux Groupe 10 min;10 min;tabata;Expert;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_15_min_expert;Tabata Pectoraux Groupe 15 min;15 min;tabata;Expert;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_20_min_expert;Tabata Pectoraux Groupe 20 min;20 min;tabata;Expert;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_25_min_expert;Tabata Pectoraux Groupe 25 min;25 min;tabata;Expert;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_30_min_expert;Tabata Pectoraux Groupe 30 min;30 min;tabata;Expert;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_groupe_45_min_expert;Tabata Pectoraux Groupe 45 min;45 min;tabata;Expert;Groupe;Pectoraux;terrain hardcore
tabata_pectoraux_maison_10_min_expert;Tabata Pectoraux Maison 10 min;10 min;tabata;Expert;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_15_min_expert;Tabata Pectoraux Maison 15 min;15 min;tabata;Expert;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_20_min_expert;Tabata Pectoraux Maison 20 min;20 min;tabata;Expert;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_25_min_expert;Tabata Pectoraux Maison 25 min;25 min;tabata;Expert;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_30_min_expert;Tabata Pectoraux Maison 30 min;30 min;tabata;Expert;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_maison_45_min_expert;Tabata Pectoraux Maison 45 min;45 min;tabata;Expert;Maison;Pectoraux;terrain hardcore
tabata_pectoraux_salle_10_min_expert;Tabata Pectoraux Salle 10 min;10 min;tabata;Expert;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_15_min_expert;Tabata Pectoraux Salle 15 min;15 min;tabata;Expert;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_20_min_expert;Tabata Pectoraux Salle 20 min;20 min;tabata;Expert;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_25_min_expert;Tabata Pectoraux Salle 25 min;25 min;tabata;Expert;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_30_min_expert;Tabata Pectoraux Salle 30 min;30 min;tabata;Expert;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_salle_45_min_expert;Tabata Pectoraux Salle 45 min;45 min;tabata;Expert;Salle;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_10_min_expert;Tabata Pectoraux Extérieur 10 min;10 min;tabata;Expert;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_15_min_expert;Tabata Pectoraux Extérieur 15 min;15 min;tabata;Expert;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_20_min_expert;Tabata Pectoraux Extérieur 20 min;20 min;tabata;Expert;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_25_min_expert;Tabata Pectoraux Extérieur 25 min;25 min;tabata;Expert;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_30_min_expert;Tabata Pectoraux Extérieur 30 min;30 min;tabata;Expert;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_exterieur_45_min_expert;Tabata Pectoraux Extérieur 45 min;45 min;tabata;Expert;Extérieur;Pectoraux;terrain hardcore
tabata_pectoraux_coach_10_min_expert;Tabata Pectoraux Coach 10 min;10 min;tabata;Expert;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_15_min_expert;Tabata Pectoraux Coach 15 min;15 min;tabata;Expert;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_20_min_expert;Tabata Pectoraux Coach 20 min;20 min;tabata;Expert;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_25_min_expert;Tabata Pectoraux Coach 25 min;25 min;tabata;Expert;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_30_min_expert;Tabata Pectoraux Coach 30 min;30 min;tabata;Expert;Coach;Pectoraux;terrain hardcore
tabata_pectoraux_coach_45_min_expert;Tabata Pectoraux Coach 45 min;45 min;tabata;Expert;Coach;Pectoraux;terrain hardcore
tabata_dos_solo_10_min_debutant;Tabata Dos Solo 10 min;10 min;tabata;Débutant;Solo;Dos;terrain hardcore
tabata_dos_solo_15_min_debutant;Tabata Dos Solo 15 min;15 min;tabata;Débutant;Solo;Dos;terrain hardcore
tabata_dos_solo_20_min_debutant;Tabata Dos Solo 20 min;20 min;tabata;Débutant;Solo;Dos;terrain hardcore
tabata_dos_solo_25_min_debutant;Tabata Dos Solo 25 min;25 min;tabata;Débutant;Solo;Dos;terrain hardcore
tabata_dos_solo_30_min_debutant;Tabata Dos Solo 30 min;30 min;tabata;Débutant;Solo;Dos;terrain hardcore
tabata_dos_solo_45_min_debutant;Tabata Dos Solo 45 min;45 min;tabata;Débutant;Solo;Dos;terrain hardcore
tabata_dos_groupe_10_min_debutant;Tabata Dos Groupe 10 min;10 min;tabata;Débutant;Groupe;Dos;terrain hardcore
tabata_dos_groupe_15_min_debutant;Tabata Dos Groupe 15 min;15 min;tabata;Débutant;Groupe;Dos;terrain hardcore
tabata_dos_groupe_20_min_debutant;Tabata Dos Groupe 20 min;20 min;tabata;Débutant;Groupe;Dos;terrain hardcore
tabata_dos_groupe_25_min_debutant;Tabata Dos Groupe 25 min;25 min;tabata;Débutant;Groupe;Dos;terrain hardcore
tabata_dos_groupe_30_min_debutant;Tabata Dos Groupe 30 min;30 min;tabata;Débutant;Groupe;Dos;terrain hardcore
tabata_dos_groupe_45_min_debutant;Tabata Dos Groupe 45 min;45 min;tabata;Débutant;Groupe;Dos;terrain hardcore
tabata_dos_maison_10_min_debutant;Tabata Dos Maison 10 min;10 min;tabata;Débutant;Maison;Dos;terrain hardcore
tabata_dos_maison_15_min_debutant;Tabata Dos Maison 15 min;15 min;tabata;Débutant;Maison;Dos;terrain hardcore
tabata_dos_maison_20_min_debutant;Tabata Dos Maison 20 min;20 min;tabata;Débutant;Maison;Dos;terrain hardcore
tabata_dos_maison_25_min_debutant;Tabata Dos Maison 25 min;25 min;tabata;Débutant;Maison;Dos;terrain hardcore
tabata_dos_maison_30_min_debutant;Tabata Dos Maison 30 min;30 min;tabata;Débutant;Maison;Dos;terrain hardcore
tabata_dos_maison_45_min_debutant;Tabata Dos Maison 45 min;45 min;tabata;Débutant;Maison;Dos;terrain hardcore
tabata_dos_salle_10_min_debutant;Tabata Dos Salle 10 min;10 min;tabata;Débutant;Salle;Dos;terrain hardcore
tabata_dos_salle_15_min_debutant;Tabata Dos Salle 15 min;15 min;tabata;Débutant;Salle;Dos;terrain hardcore
tabata_dos_salle_20_min_debutant;Tabata Dos Salle 20 min;20 min;tabata;Débutant;Salle;Dos;terrain hardcore
tabata_dos_salle_25_min_debutant;Tabata Dos Salle 25 min;25 min;tabata;Débutant;Salle;Dos;terrain hardcore
tabata_dos_salle_30_min_debutant;Tabata Dos Salle 30 min;30 min;tabata;Débutant;Salle;Dos;terrain hardcore
tabata_dos_salle_45_min_debutant;Tabata Dos Salle 45 min;45 min;tabata;Débutant;Salle;Dos;terrain hardcore
tabata_dos_exterieur_10_min_debutant;Tabata Dos Extérieur 10 min;10 min;tabata;Débutant;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_15_min_debutant;Tabata Dos Extérieur 15 min;15 min;tabata;Débutant;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_20_min_debutant;Tabata Dos Extérieur 20 min;20 min;tabata;Débutant;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_25_min_debutant;Tabata Dos Extérieur 25 min;25 min;tabata;Débutant;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_30_min_debutant;Tabata Dos Extérieur 30 min;30 min;tabata;Débutant;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_45_min_debutant;Tabata Dos Extérieur 45 min;45 min;tabata;Débutant;Extérieur;Dos;terrain hardcore
tabata_dos_coach_10_min_debutant;Tabata Dos Coach 10 min;10 min;tabata;Débutant;Coach;Dos;terrain hardcore
tabata_dos_coach_15_min_debutant;Tabata Dos Coach 15 min;15 min;tabata;Débutant;Coach;Dos;terrain hardcore
tabata_dos_coach_20_min_debutant;Tabata Dos Coach 20 min;20 min;tabata;Débutant;Coach;Dos;terrain hardcore
tabata_dos_coach_25_min_debutant;Tabata Dos Coach 25 min;25 min;tabata;Débutant;Coach;Dos;terrain hardcore
tabata_dos_coach_30_min_debutant;Tabata Dos Coach 30 min;30 min;tabata;Débutant;Coach;Dos;terrain hardcore
tabata_dos_coach_45_min_debutant;Tabata Dos Coach 45 min;45 min;tabata;Débutant;Coach;Dos;terrain hardcore
tabata_dos_solo_10_min_intermediaire;Tabata Dos Solo 10 min;10 min;tabata;Intermédiaire;Solo;Dos;terrain hardcore
tabata_dos_solo_15_min_intermediaire;Tabata Dos Solo 15 min;15 min;tabata;Intermédiaire;Solo;Dos;terrain hardcore
tabata_dos_solo_20_min_intermediaire;Tabata Dos Solo 20 min;20 min;tabata;Intermédiaire;Solo;Dos;terrain hardcore
tabata_dos_solo_25_min_intermediaire;Tabata Dos Solo 25 min;25 min;tabata;Intermédiaire;Solo;Dos;terrain hardcore
tabata_dos_solo_30_min_intermediaire;Tabata Dos Solo 30 min;30 min;tabata;Intermédiaire;Solo;Dos;terrain hardcore
tabata_dos_solo_45_min_intermediaire;Tabata Dos Solo 45 min;45 min;tabata;Intermédiaire;Solo;Dos;terrain hardcore
tabata_dos_groupe_10_min_intermediaire;Tabata Dos Groupe 10 min;10 min;tabata;Intermédiaire;Groupe;Dos;terrain hardcore
tabata_dos_groupe_15_min_intermediaire;Tabata Dos Groupe 15 min;15 min;tabata;Intermédiaire;Groupe;Dos;terrain hardcore
tabata_dos_groupe_20_min_intermediaire;Tabata Dos Groupe 20 min;20 min;tabata;Intermédiaire;Groupe;Dos;terrain hardcore
tabata_dos_groupe_25_min_intermediaire;Tabata Dos Groupe 25 min;25 min;tabata;Intermédiaire;Groupe;Dos;terrain hardcore
tabata_dos_groupe_30_min_intermediaire;Tabata Dos Groupe 30 min;30 min;tabata;Intermédiaire;Groupe;Dos;terrain hardcore
tabata_dos_groupe_45_min_intermediaire;Tabata Dos Groupe 45 min;45 min;tabata;Intermédiaire;Groupe;Dos;terrain hardcore
tabata_dos_maison_10_min_intermediaire;Tabata Dos Maison 10 min;10 min;tabata;Intermédiaire;Maison;Dos;terrain hardcore
tabata_dos_maison_15_min_intermediaire;Tabata Dos Maison 15 min;15 min;tabata;Intermédiaire;Maison;Dos;terrain hardcore
tabata_dos_maison_20_min_intermediaire;Tabata Dos Maison 20 min;20 min;tabata;Intermédiaire;Maison;Dos;terrain hardcore
tabata_dos_maison_25_min_intermediaire;Tabata Dos Maison 25 min;25 min;tabata;Intermédiaire;Maison;Dos;terrain hardcore
tabata_dos_maison_30_min_intermediaire;Tabata Dos Maison 30 min;30 min;tabata;Intermédiaire;Maison;Dos;terrain hardcore
tabata_dos_maison_45_min_intermediaire;Tabata Dos Maison 45 min;45 min;tabata;Intermédiaire;Maison;Dos;terrain hardcore
tabata_dos_salle_10_min_intermediaire;Tabata Dos Salle 10 min;10 min;tabata;Intermédiaire;Salle;Dos;terrain hardcore
tabata_dos_salle_15_min_intermediaire;Tabata Dos Salle 15 min;15 min;tabata;Intermédiaire;Salle;Dos;terrain hardcore
tabata_dos_salle_20_min_intermediaire;Tabata Dos Salle 20 min;20 min;tabata;Intermédiaire;Salle;Dos;terrain hardcore
tabata_dos_salle_25_min_intermediaire;Tabata Dos Salle 25 min;25 min;tabata;Intermédiaire;Salle;Dos;terrain hardcore
tabata_dos_salle_30_min_intermediaire;Tabata Dos Salle 30 min;30 min;tabata;Intermédiaire;Salle;Dos;terrain hardcore
tabata_dos_salle_45_min_intermediaire;Tabata Dos Salle 45 min;45 min;tabata;Intermédiaire;Salle;Dos;terrain hardcore
tabata_dos_exterieur_10_min_intermediaire;Tabata Dos Extérieur 10 min;10 min;tabata;Intermédiaire;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_15_min_intermediaire;Tabata Dos Extérieur 15 min;15 min;tabata;Intermédiaire;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_20_min_intermediaire;Tabata Dos Extérieur 20 min;20 min;tabata;Intermédiaire;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_25_min_intermediaire;Tabata Dos Extérieur 25 min;25 min;tabata;Intermédiaire;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_30_min_intermediaire;Tabata Dos Extérieur 30 min;30 min;tabata;Intermédiaire;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_45_min_intermediaire;Tabata Dos Extérieur 45 min;45 min;tabata;Intermédiaire;Extérieur;Dos;terrain hardcore
tabata_dos_coach_10_min_intermediaire;Tabata Dos Coach 10 min;10 min;tabata;Intermédiaire;Coach;Dos;terrain hardcore
tabata_dos_coach_15_min_intermediaire;Tabata Dos Coach 15 min;15 min;tabata;Intermédiaire;Coach;Dos;terrain hardcore
tabata_dos_coach_20_min_intermediaire;Tabata Dos Coach 20 min;20 min;tabata;Intermédiaire;Coach;Dos;terrain hardcore
tabata_dos_coach_25_min_intermediaire;Tabata Dos Coach 25 min;25 min;tabata;Intermédiaire;Coach;Dos;terrain hardcore
tabata_dos_coach_30_min_intermediaire;Tabata Dos Coach 30 min;30 min;tabata;Intermédiaire;Coach;Dos;terrain hardcore
tabata_dos_coach_45_min_intermediaire;Tabata Dos Coach 45 min;45 min;tabata;Intermédiaire;Coach;Dos;terrain hardcore
tabata_dos_solo_10_min_avance;Tabata Dos Solo 10 min;10 min;tabata;Avancé;Solo;Dos;terrain hardcore
tabata_dos_solo_15_min_avance;Tabata Dos Solo 15 min;15 min;tabata;Avancé;Solo;Dos;terrain hardcore
tabata_dos_solo_20_min_avance;Tabata Dos Solo 20 min;20 min;tabata;Avancé;Solo;Dos;terrain hardcore
tabata_dos_solo_25_min_avance;Tabata Dos Solo 25 min;25 min;tabata;Avancé;Solo;Dos;terrain hardcore
tabata_dos_solo_30_min_avance;Tabata Dos Solo 30 min;30 min;tabata;Avancé;Solo;Dos;terrain hardcore
tabata_dos_solo_45_min_avance;Tabata Dos Solo 45 min;45 min;tabata;Avancé;Solo;Dos;terrain hardcore
tabata_dos_groupe_10_min_avance;Tabata Dos Groupe 10 min;10 min;tabata;Avancé;Groupe;Dos;terrain hardcore
tabata_dos_groupe_15_min_avance;Tabata Dos Groupe 15 min;15 min;tabata;Avancé;Groupe;Dos;terrain hardcore
tabata_dos_groupe_20_min_avance;Tabata Dos Groupe 20 min;20 min;tabata;Avancé;Groupe;Dos;terrain hardcore
tabata_dos_groupe_25_min_avance;Tabata Dos Groupe 25 min;25 min;tabata;Avancé;Groupe;Dos;terrain hardcore
tabata_dos_groupe_30_min_avance;Tabata Dos Groupe 30 min;30 min;tabata;Avancé;Groupe;Dos;terrain hardcore
tabata_dos_groupe_45_min_avance;Tabata Dos Groupe 45 min;45 min;tabata;Avancé;Groupe;Dos;terrain hardcore
tabata_dos_maison_10_min_avance;Tabata Dos Maison 10 min;10 min;tabata;Avancé;Maison;Dos;terrain hardcore
tabata_dos_maison_15_min_avance;Tabata Dos Maison 15 min;15 min;tabata;Avancé;Maison;Dos;terrain hardcore
tabata_dos_maison_20_min_avance;Tabata Dos Maison 20 min;20 min;tabata;Avancé;Maison;Dos;terrain hardcore
tabata_dos_maison_25_min_avance;Tabata Dos Maison 25 min;25 min;tabata;Avancé;Maison;Dos;terrain hardcore
tabata_dos_maison_30_min_avance;Tabata Dos Maison 30 min;30 min;tabata;Avancé;Maison;Dos;terrain hardcore
tabata_dos_maison_45_min_avance;Tabata Dos Maison 45 min;45 min;tabata;Avancé;Maison;Dos;terrain hardcore
tabata_dos_salle_10_min_avance;Tabata Dos Salle 10 min;10 min;tabata;Avancé;Salle;Dos;terrain hardcore
tabata_dos_salle_15_min_avance;Tabata Dos Salle 15 min;15 min;tabata;Avancé;Salle;Dos;terrain hardcore
tabata_dos_salle_20_min_avance;Tabata Dos Salle 20 min;20 min;tabata;Avancé;Salle;Dos;terrain hardcore
tabata_dos_salle_25_min_avance;Tabata Dos Salle 25 min;25 min;tabata;Avancé;Salle;Dos;terrain hardcore
tabata_dos_salle_30_min_avance;Tabata Dos Salle 30 min;30 min;tabata;Avancé;Salle;Dos;terrain hardcore
tabata_dos_salle_45_min_avance;Tabata Dos Salle 45 min;45 min;tabata;Avancé;Salle;Dos;terrain hardcore
tabata_dos_exterieur_10_min_avance;Tabata Dos Extérieur 10 min;10 min;tabata;Avancé;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_15_min_avance;Tabata Dos Extérieur 15 min;15 min;tabata;Avancé;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_20_min_avance;Tabata Dos Extérieur 20 min;20 min;tabata;Avancé;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_25_min_avance;Tabata Dos Extérieur 25 min;25 min;tabata;Avancé;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_30_min_avance;Tabata Dos Extérieur 30 min;30 min;tabata;Avancé;Extérieur;Dos;terrain hardcore
tabata_dos_exterieur_45_min_avance;Tabata Dos Extérieur 45 min;45 min;tabata;Avancé;Extérieur;Dos;terrain hardcore
tabata_dos_coach_10_min_avance;Tabata Dos Coach 10 min;10 min;tabata;Avancé;Coach;Dos;terrain hardcore
tabata_dos_coach_15_min_avance;Tabata Dos Coach 15 min;15 min;tabata;Avancé;Coach;Dos;terrain hardcore
tabata_dos_coach_20_min_avance;Tabata Dos Coach 20 min;20 min;tabata;Avancé;Coach;Dos;terrain hardcore
tabata_dos_coach_25_min_avance;Tabata Dos Coach 25 min;25 min;tabata;Avancé;Coach;Dos;terrain hardcore
tabata_dos_coach_30_min_avance;Tabata Dos Coach 30 min;30 min;tabata;Avancé;Coach;Dos;terrain hardcore
tabata_dos_coach_45_min_avance;Tabata Dos Coach 45 min;45 min;tabata;Avancé;Coach;Dos;terrain hardcore
tabata_dos_solo_10_min_expert;Tabata Dos Solo 10 min;10 min;tabata;Expert;Solo;Dos;terrain hardcore
tabata_dos_solo_15_min_expert;Tabata Dos Solo 15 min;15 min;tabata;Expert;Solo;Dos;terrain hardcore
tabata_dos_solo_20_min_expert;Tabata Dos Solo 20 min;20 min;tabata;Expert;Solo;Dos;terrain hardcore
tabata_dos_solo_25_min_expert;Tabata Dos Solo 25 min;25 min;tabata;Expert;Solo;Dos;terrain hardcore
tabata_dos_solo_30_min_expert;Tabata Dos Solo 30 min;30 min;tabata;Expert;Solo;Dos;terrain hardcore
tabata_dos_solo_45_min_expert;Tabata Dos Solo 45 min;45 min;tabata;Expert;Solo;Dos;terrain hardcore
tabata_dos_groupe_10_min_expert;Tabata Dos Groupe 10 min;10 min;tabata;Expert;Groupe;Dos;terrain hardcore
tabata_dos_groupe_15_min_expert;Tabata Dos Groupe 15 min;15 min;tabata;Expert;Groupe;Dos;terrain hardcore
tabata_dos_groupe_20_min_expert;Tabata Dos Groupe 20 min;20 min;tabata;Expert;Groupe;Dos;terrain hardcore
tabata_dos_groupe_25_min_expert;Tabata Dos Groupe 25 min;25 min;tabata;Expert;Groupe;Dos;terrain hardcore
tabata_dos_groupe_30_min_expert;Tabata Dos Groupe 30 min;30 min;tabata;Expert;Groupe;Dos;terrain hardcore
tabata_dos_groupe_45_min_expert;Tabata Dos Groupe 45 min;45 min;tabata;Expert;Groupe;Dos;terrain hardcore
tabata_dos_maison_10_min_expert;Tabata Dos Maison 10 min;10 min;tabata;Expert;Maison;Dos;terrain hardcore
tabata_dos_maison_15_min_expert;Tabata Dos Maison 15 min;15 min;tabata;Expert;Maison;Dos;terrain hardcore
tabata_dos_maison_20_min_expert;Tabata Dos Maison 20 min;20 min;tabata;Expert;Maison;Dos;terrain hardcore
tabata_dos_maison_25_min_expert;Tabata Dos Maison 25 min;25 min;tabata;Expert;Maison;Dos;terrain hardcore
